iter	Passed	Remaining
260	459	1300
261	460	1296
262	461	1293
263	462	1290
264	463	1286
265	464	1282
266	465	1278
267	466	1274
268	467	1270
269	468	1266
270	469	1262
271	470	1258
272	471	1254
273	471	1250
274	473	1247
275	474	1245
276	476	1242
277	476	1238
278	478	1235
279	478	1231
280	479	1227
281	480	1224
282	481	1220
283	482	1216
284	483	1212
285	484	1209
286	485	1205
287	486	1203
288	488	1201
289	489	1197
290	490	1194
291	490	1190
292	491	1186
293	492	1183
294	493	1179
295	494	1176
296	495	1172
297	496	1169
298	497	1166
299	498	1163
300	500	1161
301	501	1158
302	502	1155
303	503	1152
304	504	1148
305	505	1145
306	506	1142
307	506	1138
308	507	1135
309	508	1132
310	509	1129
311	510	1126
312	512	1123
313	513	1121
314	514	1118
315	515	1115
316	516	1112
317	517	1109
318	518	1106
319	519	1103
320	520	1100
321	521	1097
322	522	1094
323	523	1092
324	525	1091
325	526	1088
326	527	1086
327	528	1083
328	529	1080
329	530	1077
330	531	1074
331	532	1071
332	533	1068
333	534	1065
334	535	1062
335	536	1060
336	537	1058
337	538	1055
338	539	1052
339	540	1049
340	541	1046
341	542	1044
342	543	1041
343	544	1038
344	545	1035
345	546	1032
346	547	1029
347	548	1027
348	549	1025
349	552	1026
350	554	1024
351	555	1022
352	556	1020
353	559	1020
354	560	1018
355	561	1016
356	563	1014
357	564	1011
358	564	1008
359	566	1006
360	567	1003
361	568	1001
362	569	998
363	570	996
364	572	995
365	573	993
366	574	991
367	576	989
368	577	987
369	578	984
370	579	982
371	580	979
372	581	976
373	582	974
374	583	972
375	584	969
376	585	967
377	586	965
378	587	962
379	588	960
380	589	957
381	590	955
382	591	952
383	592	950
384	593	947
385	594	945
386	595	942
387	596	940
388	597	938
389	598	936
390	600	934
391	600	932
392	601	929
393	602	927
394	603	924
395	604	922
396	605	919
397	606	917
398	607	915
399	608	912
400	610	911
401	611	909
402	612	907
403	613	905
404	614	902
405	615	900
406	616	898
407	617	895
408	618	893
409	619	891
410	620	888
411	621	886
412	622	884
413	623	882
414	624	880
415	626	878
416	626	876
417	627	874
418	628	871
419	629	869
420	630	867
421	631	865
422	632	863
423	633	860
424	634	858
425	636	856
426	637	854
427	638	852
428	638	850
429	639	848
430	640	846
431	641	843
432	642	841
433	643	839
434	644	837
435	645	835
436	646	833
437	647	831
438	649	830
439	650	828
440	651	826
441	652	824
442	653	822
443	654	819
444	655	817
445	656	815
446	657	813
447	658	811
448	659	809
449	660	807
450	662	805
451	663	803
452	664	801
453	664	799
454	666	798
455	667	796
456	668	794
457	669	792
458	670	790
459	671	787
460	672	785
461	673	784
462	674	782
463	675	780
464	676	778
465	677	776
466	678	774
467	679	772
468	680	770
469	681	768
470	681	765
471	682	763
472	683	762
473	685	760
474	686	758
475	687	756
476	688	755
477	689	753
478	690	751
479	691	749
480	692	747
481	693	745
482	694	743
483	695	741
484	696	739
485	697	737
486	698	735
487	699	734
488	700	732
489	701	730
490	702	728
491	703	726
492	704	724
493	705	722
494	706	720
495	707	718
496	708	716
497	709	714
498	710	713
499	711	711
500	712	709
501	713	707
502	714	706
503	715	704
504	716	702
505	717	700
506	718	698
507	719	696
508	720	694
509	721	692
510	721	690
511	723	689
512	724	688
513	725	686
514	726	684
515	727	682
516	728	680
517	729	678
518	730	677
519	731	675
520	732	673
521	733	671
522	734	669
523	735	668
524	736	666
525	738	665
526	739	663
527	740	661
528	741	660
529	742	658
530	743	656
531	744	654
532	745	652
533	746	651
534	747	649
535	748	648
536	749	646
537	750	644
538	751	642
539	752	641
540	753	639
541	754	637
542	755	635
543	756	634
544	757	632
545	758	630
546	759	629
547	761	627
548	762	626
549	763	624
550	764	622
551	765	621
552	766	619
553	767	618
554	769	616
555	770	615
556	771	613
557	772	612
558	774	611
559	775	609
560	777	608
561	778	606
562	779	605
563	780	603
564	781	601
565	782	600
566	783	598
567	785	597
568	786	595
569	788	594
570	789	593
571	790	591
572	791	589
573	792	588
574	793	586
575	794	584
576	795	583
577	797	582
578	798	580
579	800	579
580	801	578
581	802	576
582	803	574
583	804	573
584	805	571
585	806	569
586	807	568
587	808	566
588	809	564
589	811	563
590	812	562
591	814	561
592	815	559
593	816	557
594	817	556
595	818	554
596	819	553
597	820	551
598	821	549
599	822	548
600	823	546
601	824	545
602	826	543
603	827	542
604	828	540
605	829	539
606	830	537
607	831	535
608	832	534
609	833	532
610	834	531
611	835	529
612	836	528
613	838	526
614	839	525
615	840	524
616	841	522
617	842	520
618	843	519
619	844	517
620	845	516
621	846	514
622	847	513
623	849	511
624	850	510
625	851	508
626	852	507
627	854	505
628	855	504
629	856	502
630	857	501
631	858	499
632	859	498
633	861	497
634	862	495
635	863	494
636	864	492
637	865	491
638	866	489
639	867	488
640	868	486
641	869	485
642	870	483
643	871	481
644	872	480
645	874	479
646	875	477
647	876	476
648	877	474
649	878	473
650	879	471
651	880	470
652	881	468
653	882	466
654	883	465
655	884	463
656	885	462
657	887	461
658	888	459
659	889	458
660	890	456
661	891	455
662	892	453
663	893	452
664	894	450
665	895	448
666	896	447
667	897	445
668	898	444
669	900	443
670	901	442
671	902	440
672	903	439
673	904	437
674	905	436
675	906	434
676	907	432
677	908	431
678	909	429
679	910	428
680	912	427
681	913	426
682	914	424
683	915	423
684	916	421
685	917	420
686	918	418
687	919	416
688	920	415
689	921	413
690	922	412
691	923	411
692	925	409
693	926	408
694	927	407
695	928	405
696	929	404
697	930	402
698	931	401
699	932	399
700	933	398
701	934	396
702	935	395
703	937	394
704	938	392
705	939	391
706	940	389
707	941	388
708	942	386
709	943	385
710	944	383
711	945	382
712	946	380
713	947	379
714	948	378
715	949	376
716	951	375
717	951	373
718	952	372
719	953	370
720	954	369
721	955	367
722	956	366
723	957	365
724	958	363
725	959	362
726	960	360
727	962	359
728	963	358
729	964	356
730	965	355
731	966	353
732	967	352
733	968	350
734	968	349
735	969	347
736	970	346
737	971	344
738	972	343
739	974	342
740	975	341
741	976	339
742	977	338
743	978	336
744	979	335
745	980	333
746	981	332
747	982	330
748	983	329
749	984	328
750	985	326
751	986	325
752	988	324
753	1002	327
754	1018	330
755	1019	329
756	1020	327
757	1021	326
758	1023	324
759	1024	323
760	1024	321
761	1025	320
762	1026	318
763	1028	317
764	1030	316
765	1031	315
766	1033	313
767	1034	312
768	1035	311
769	1036	309
770	1037	308
771	1038	306
772	1039	305
773	1040	303
774	1041	302
775	1043	301
776	1044	299
777	1045	298
778	1046	296
779	1047	295
780	1048	294
781	1049	292
782	1050	291
783	1051	289
784	1052	288
785	1053	286
786	1054	285
787	1055	284
788	1057	282
789	1058	281
790	1059	279
791	1060	278
792	1061	277
793	1062	275
794	1063	274
795	1064	272
796	1065	271
797	1066	269
798	1067	268
799	1069	267
800	1070	265
801	1071	264
802	1072	263
803	1073	261
804	1074	260
805	1075	258
806	1076	257
807	1077	256
808	1078	254
809	1079	253
810	1080	251
811	1081	250
812	1083	249
813	1084	247
814	1085	246
815	1086	244
816	1087	243
817	1087	242
818	1088	240
819	1089	239
820	1090	237
821	1091	236
822	1092	235
823	1094	233
824	1095	232
825	1096	231
826	1097	229
827	1098	228
828	1099	226
829	1100	225
830	1101	224
831	1102	222
832	1103	221
833	1104	219
834	1105	218
835	1106	217
836	1108	215
837	1109	214
838	1110	213
839	1111	211
840	1112	210
841	1113	208
842	1114	207
843	1114	206
844	1115	204
845	1116	203
846	1117	201
847	1119	200
848	1120	199
849	1121	197
850	1122	196
851	1123	195
852	1125	193
853	1126	192
854	1127	191
855	1128	189
856	1129	188
857	1130	187
858	1131	185
859	1132	184
860	1133	183
861	1134	181
862	1135	180
863	1137	178
864	1138	177
865	1139	176
866	1139	174
867	1140	173
868	1141	172
869	1142	170
870	1144	169
871	1145	168
872	1146	166
873	1147	165
874	1148	164
875	1149	162
876	1150	161
877	1151	160
878	1152	158
879	1153	157
880	1154	155
881	1155	154
882	1156	153
883	1157	151
884	1159	150
885	1160	149
886	1161	147
887	1162	146
888	1163	145
889	1163	143
890	1164	142
891	1165	141
892	1166	139
893	1167	138
894	1168	137
895	1170	135
896	1171	134
897	1172	133
898	1173	131
899	1174	130
900	1175	129
901	1176	127
902	1177	126
903	1178	125
904	1179	123
905	1180	122
906	1181	121
907	1182	119
908	1184	118
909	1185	117
910	1186	115
911	1187	114
912	1188	113
913	1189	111
914	1190	110
915	1190	109
916	1191	107
917	1192	106
918	1193	105
919	1195	103
920	1197	102
921	1198	101
922	1199	100
923	1200	98
924	1201	97
925	1202	96
926	1203	94
927	1204	93
928	1205	92
929	1206	90
930	1207	89
931	1209	88
932	1210	86
933	1211	85
934	1212	84
935	1213	82
936	1214	81
937	1215	80
938	1216	78
939	1217	77
940	1217	76
941	1218	75
942	1220	73
943	1221	72
944	1222	71
945	1223	69
946	1224	68
947	1225	67
948	1226	65
949	1227	64
950	1228	63
951	1228	61
952	1229	60
953	1230	59
954	1232	58
955	1233	56
956	1234	55
957	1235	54
958	1236	52
959	1237	51
960	1238	50
961	1239	48
962	1240	47
963	1241	46
964	1242	45
965	1243	43
966	1244	42
967	1246	41
968	1247	39
969	1248	38
970	1249	37
971	1250	36
972	1251	34
973	1252	33
974	1253	32
975	1254	30
976	1255	29
977	1256	28
978	1257	26
979	1258	25
980	1259	24
981	1260	23
982	1261	21
983	1262	20
984	1263	19
985	1264	17
986	1265	16
987	1266	15
988	1267	14
989	1268	12
990	1269	11
991	1270	10
992	1271	8
993	1273	7
994	1274	6
995	1275	5
996	1276	3
997	1277	2
998	1278	1
999	1279	0
